Species,Dataset,File Name,Tetracycline,Ampicillin,Amoxicillin-Clavulanic acid,Cefoxitin,Ceftiofur,Gentamicin,Ceftriaxone,clusters,split
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2002485.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2005891.fna,S,R,R,R,R,S,I,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2005915.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2015670.fna,R,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2015694.fna,R,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2015709.fna,S,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2015791.fna,S,S,S,S,S,R,S,62,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2015797.fna,R,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2015808.fna,S,R,I,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2015825.fna,R,R,R,R,R,S,R,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2016683.fna,S,R,S,S,S,R,S,28,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2016696.fna,R,R,I,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2016698.fna,R,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2016699.fna,S,S,S,S,S,R,S,62,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2016700.fna,S,R,S,S,S,R,S,108,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2017848.fna,S,S,S,S,S,S,S,55,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2017850.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2017856.fna,R,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2017857.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2017861.fna,R,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2017862.fna,R,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2017863.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2017864.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2017873.fna,S,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2017874.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2017875.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2017877.fna,S,S,S,S,S,S,S,55,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2017879.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2017882.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2017883.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2017884.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2033914.fna,S,S,S,S,S,R,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2033915.fna,R,S,S,S,S,S,S,61,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2033916.fna,R,R,S,S,S,R,S,61,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2033920.fna,S,S,S,S,S,R,S,39,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2039135.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2039148.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2039234.fna,R,R,I,S,S,R,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2047289.fna,R,R,R,R,R,R,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2047290.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2047291.fna,S,R,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2054606.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2054607.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2054608.fna,S,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2054609.fna,S,R,R,R,R,S,I,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2054610.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2054611.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2054612.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2054613.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2054614.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2054615.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2054616.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2062215.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2062216.fna,S,S,S,S,S,S,S,9,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2062217.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2062218.fna,R,R,I,S,S,R,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2062219.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2062220.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2062221.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2062222.fna,S,S,S,S,S,S,S,9,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2064107.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2064108.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2064116.fna,S,R,R,R,R,S,I,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2064117.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2064118.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2064119.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2064120.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2064122.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2064124.fna,S,R,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2064125.fna,S,S,S,S,S,R,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2064126.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2064127.fna,S,R,S,S,S,S,S,60,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2070978.fna,S,S,S,S,S,R,S,39,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2070979.fna,S,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2070980.fna,R,S,S,S,S,S,S,61,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2070981.fna,S,R,R,R,R,S,R,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2070982.fna,S,R,R,R,R,S,R,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2070983.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2070984.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2070985.fna,R,R,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2070986.fna,R,R,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2070987.fna,R,R,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2070988.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2070989.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2070990.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2071015.fna,S,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2071016.fna,R,R,I,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2071017.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2071019.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2071080.fna,S,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2071081.fna,R,R,I,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2071082.fna,R,R,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2078195.fna,R,S,S,S,S,R,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2078196.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2078197.fna,S,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2078198.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2078200.fna,R,S,S,I,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2078201.fna,S,R,R,R,R,S,I,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2078202.fna,S,R,I,S,S,S,S,73,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2078205.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2078273.fna,R,R,R,R,R,S,R,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2078274.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2078275.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2078278.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2078279.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2078282.fna,R,R,R,R,R,R,I,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2078283.fna,R,R,R,R,R,R,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2082822.fna,S,S,S,I,S,S,S,19,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2082840.fna,S,S,S,I,S,S,S,19,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2082841.fna,R,S,S,S,S,S,S,119,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2082842.fna,S,S,S,S,S,S,S,23,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2082855.fna,S,S,S,S,S,S,S,161,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2082856.fna,S,S,S,S,S,S,S,9,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2082862.fna,R,R,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2082937.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2082949.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2082950.fna,S,S,S,S,S,S,S,9,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2082955.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2085688.fna,R,R,I,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2085752.fna,R,R,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2085784.fna,R,R,I,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2086981.fna,R,S,S,S,S,S,S,142,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2096539.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2096590.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2096591.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2096613.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2096621.fna,R,R,R,R,R,S,R,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2102383.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2102388.fna,S,R,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2102389.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2102393.fna,R,R,S,S,S,R,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2102404.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2102412.fna,R,S,S,S,S,R,S,112,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2102413.fna,S,S,S,S,S,S,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2102423.fna,R,R,R,R,R,S,R,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2102431.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2102441.fna,R,S,S,S,S,S,S,61,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2102443.fna,R,R,R,R,R,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2102450.fna,R,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2102463.fna,S,R,R,R,R,S,R,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2102491.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2102513.fna,S,R,R,R,R,S,I,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2102523.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2103390.fna,R,R,R,R,R,S,R,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2103391.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2103392.fna,R,R,R,R,R,S,R,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2103396.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2103406.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2103410.fna,S,R,R,R,R,S,I,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2104584.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2104610.fna,S,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2125014.fna,S,R,I,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2125020.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2125022.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2125027.fna,R,R,R,R,R,S,R,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2125032.fna,R,R,I,S,S,R,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2125038.fna,S,R,I,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2131386.fna,S,S,S,S,S,R,S,28,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2143425.fna,R,R,I,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2143433.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2143434.fna,S,S,S,S,S,S,S,39,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2143454.fna,S,S,S,S,S,S,S,42,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2143455.fna,S,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2143468.fna,R,R,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2143474.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2143475.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2143476.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2143480.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2143482.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2143493.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2143494.fna,S,S,S,S,S,S,S,26,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2143495.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2143501.fna,S,S,S,S,S,R,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2143502.fna,R,S,S,S,S,S,S,37,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2156497.fna,S,R,S,S,S,S,S,106,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2156498.fna,S,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2156502.fna,R,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2156504.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2156568.fna,S,S,S,S,S,S,S,98,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2156575.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2156584.fna,R,R,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2156613.fna,R,R,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2156628.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2156629.fna,R,R,I,S,S,R,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2156635.fna,R,R,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2188116.fna,S,S,S,S,S,S,S,32,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2188117.fna,R,S,S,S,S,S,S,8,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2188119.fna,S,S,S,S,S,S,S,37,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2188120.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2188121.fna,S,S,S,S,S,S,S,90,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2188122.fna,S,S,S,S,S,S,S,90,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2188123.fna,S,S,S,S,S,S,S,19,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2188124.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2188125.fna,R,R,R,R,R,S,R,47,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2188126.fna,S,S,S,S,S,S,S,42,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2188127.fna,S,S,S,S,S,S,S,19,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2188129.fna,S,S,S,S,S,S,S,36,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2188131.fna,R,S,S,S,S,S,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2226821.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2226880.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2226881.fna,S,S,S,S,S,S,S,79,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2226882.fna,S,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2226895.fna,S,S,S,S,S,S,S,42,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2226896.fna,S,S,S,S,S,S,S,3,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2226935.fna,S,S,S,S,S,S,S,42,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2226943.fna,S,S,S,I,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2226944.fna,S,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2227278.fna,S,R,R,R,R,S,R,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2227279.fna,S,S,S,S,S,S,S,90,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2227323.fna,S,S,S,S,S,S,S,35,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2227324.fna,S,S,S,S,S,S,S,91,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2227325.fna,S,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2227437.fna,R,R,R,R,R,S,I,169,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2227438.fna,R,R,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2227598.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2227603.fna,S,S,S,S,S,S,S,132,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2227605.fna,S,S,S,S,S,S,S,42,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2227612.fna,S,S,S,S,S,S,S,79,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2227628.fna,S,S,S,S,S,S,S,42,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2227999.fna,S,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2228223.fna,S,S,S,S,S,S,S,42,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2228224.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2228225.fna,S,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2239738.fna,S,S,S,S,S,S,S,77,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2239741.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2239742.fna,S,S,S,S,S,S,S,128,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2239743.fna,S,S,S,S,S,S,S,90,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2239753.fna,R,S,S,S,S,S,S,76,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2239754.fna,S,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2239755.fna,R,S,S,S,S,S,S,153,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2239756.fna,S,S,S,S,S,S,S,42,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2239757.fna,S,S,S,S,S,S,S,35,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2239758.fna,S,S,S,S,S,S,S,151,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2239760.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2239762.fna,S,S,S,S,S,S,S,175,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2239949.fna,S,S,S,S,S,S,S,176,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2239959.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407532.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407533.fna,R,R,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407534.fna,S,S,S,S,S,R,S,48,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407535.fna,S,S,S,S,S,S,S,19,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407536.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407537.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407538.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407539.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407540.fna,R,R,S,S,S,R,S,110,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407541.fna,S,S,S,S,S,S,S,19,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407542.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407543.fna,S,S,S,S,S,S,S,23,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407544.fna,R,S,S,S,S,R,S,109,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407545.fna,R,S,S,S,S,R,S,109,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407546.fna,S,S,S,S,S,S,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407547.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407548.fna,R,S,S,S,S,S,S,28,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407549.fna,S,R,R,R,R,R,R,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407550.fna,R,R,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2407551.fna,R,R,S,S,S,S,S,1,train
