Species,Project Number,Database,ID,Link,Study DOI
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951870,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951871,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951873,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951874,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951875,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951876,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951877,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951881,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951882,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951883,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1967103,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1973648,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1973650,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1973682,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1973696,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1973701,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1973703,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1973720,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1973721,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1973816,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1973838,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1973854,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1973885,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1973886,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1973982,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1973989,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1974001,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1974083,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1974084,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1980608,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1980610,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1980617,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1980618,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1980619,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1980731,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1980732,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1980733,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1980736,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1980737,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1980738,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1980739,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1982114,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1982132,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1982138,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1982151,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1982165,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1982179,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1982187,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1982193,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1982194,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1982201,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1982207,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1982211,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1982219,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1982220,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1982229,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1982235,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1998955,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1998972,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1998976,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1998980,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2002456,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2002470,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2002476,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2002479,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2002480,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2002481,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2002485,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2005891,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2005915,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2015670,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2015694,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2015709,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2015791,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2015797,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2015808,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2015825,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2016683,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2016696,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2016698,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2016699,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2016700,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2017848,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2017850,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2017856,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2017857,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2017861,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2017862,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2017863,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2017864,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2017873,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2017874,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2017875,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2017877,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2017879,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2017882,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2017883,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2017884,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2033914,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2033915,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2033916,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2033920,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR2039135,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
